current_name,pre_nomos,pre_dimos
ΔΙΟΜΗΔΕΙΑΣ,ΞΑΝΘΗΣ,ΔΙΟΜΗΔΕΙΑΣ
ΚΟΥΤΣΟΥ,ΞΑΝΘΗΣ,ΚΟΥΤΣΟΥ
ΜΑΓΙΚΟΥ,ΞΑΝΘΗΣ,ΜΑΓΙΚΟΥ
ΠΗΓΑΔΙΩΝ,ΞΑΝΘΗΣ,ΠΗΓΑΔΙΩΝ
ΠΟΛΥΣΙΤΟΥ,ΞΑΝΘΗΣ,ΠΟΛΥΣΙΤΟΥ
ΣΕΛΙΝΟΥ,ΞΑΝΘΗΣ,ΣΕΛΙΝΟΥ
ΣΟΥΝΙΟΥ,ΞΑΝΘΗΣ,ΣΟΥΝΙΟΥ
ΣΕΛΕΡΟΥ,ΞΑΝΘΗΣ,ΣΕΛΕΡΟΥ
ΘΕΡΜΩΝ,ΞΑΝΘΗΣ,ΘΕΡΜΩΝ
ΚΟΤΥΛΗΣ,ΞΑΝΘΗΣ,ΚΟΤΥΛΗΣ
ΕΧΙΝΟΥ,ΞΑΝΘΗΣ,ΕΧΙΝΟΥ
ΜΥΚΗΣ,ΞΑΝΘΗΣ,ΜΥΚΗΣ
ΩΡΑΙΟΥ,ΞΑΝΘΗΣ,ΩΡΑΙΟΥ
ΣΑΤΡΩΝ,ΞΑΝΘΗΣ,ΣΑΤΡΩΝ
ΕΥΜΟΙΡΟΥ,ΞΑΝΘΗΣ,ΕΥΜΟΙΡΟΥ
ΚΙΜΜΕΡΙΩΝ,ΞΑΝΘΗΣ,ΚΙΜΜΕΡΙΩΝ
ΞΑΝΘΗΣ,ΞΑΝΘΗΣ,ΞΑΝΘΗΣ
ΓΕΡΑΚΑ,ΞΑΝΘΗΣ,ΓΕΡΑΚΑ
ΔΑΦΝΩΝΟΣ,ΞΑΝΘΗΣ,ΔΑΦΝΩΝΟΣ
ΚΑΡΥΟΦΥΤΟΥ,ΞΑΝΘΗΣ,ΚΑΡΥΟΦΥΤΟΥ
ΚΟΜΝΗΝΩΝ,ΞΑΝΘΗΣ,ΚΟΜΝΗΝΩΝ
ΝΕΟΧΩΡΙΟΥ,ΞΑΝΘΗΣ,ΝΕΟΧΩΡΙΟΥ
ΠΑΣΧΑΛΙΑΣ,ΞΑΝΘΗΣ,ΠΑΣΧΑΛΙΑΣ
ΣΤΑΥΡΟΥΠΟΛΕΩΣ,ΞΑΝΘΗΣ,ΣΤΑΥΡΟΥΠΟΛΕΩΣ
ΕΥΛΑΛΟΥ,ΞΑΝΘΗΣ,ΕΥΛΑΛΟΥ
ΤΟΞΟΤΩΝ,ΞΑΝΘΗΣ,ΤΟΞΟΤΩΝ
ΑΒΑΤΟΥ,ΞΑΝΘΗΣ,ΑΒΑΤΟΥ
ΓΑΛΑΝΗΣ,ΞΑΝΘΗΣ,ΓΑΛΑΝΗΣ
ΕΞΟΧΗΣ,ΞΑΝΘΗΣ,ΕΞΟΧΗΣ
ΕΡΑΣΜΙΟΥ,ΞΑΝΘΗΣ,ΕΡΑΣΜΙΟΥ
ΜΑΓΓΑΝΩΝ,ΞΑΝΘΗΣ,ΜΑΓΓΑΝΩΝ
ΟΛΒΙΟΥ,ΞΑΝΘΗΣ,ΟΛΒΙΟΥ
ΑΓΙΟΧΩΡΙΟΥ,ΡΟΔΟΠΗΣ,ΑΓΙΟΧΩΡΙΟΥ
ΑΡΡΙΑΝΩΝ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ
ΔΑΡΜΕΝΗ,ΡΟΔΟΠΗΣ,ΔΑΡΜΕΝΗ
ΔΕΙΛΙΝΩΝ,ΡΟΔΟΠΗΣ,ΔΕΙΛΙΝΩΝ
ΗΠΙΟΥ,ΡΟΔΟΠΗΣ,ΗΠΙΟΥ
ΚΙΝΥΡΩΝ,ΡΟΔΟΠΗΣ,ΚΙΝΥΡΩΝ
ΛΥΚΕΙΟΥ,ΡΟΔΟΠΗΣ,ΛΥΚΕΙΟΥ
ΜΙΚΡΟΥ ΠΙΣΤΟΥ,ΡΟΔΟΠΗΣ,ΜΙΚΡΟΥ ΠΙΣΤΟΥ
ΜΥΣΤΑΚΑ,ΡΟΔΟΠΗΣ,ΜΥΣΤΑΚΑ
ΝΕΔΑ,ΡΟΔΟΠΗΣ,ΝΕΔΑ
ΝΙΚΗΤΩΝ,ΡΟΔΟΠΗΣ,ΝΙΚΗΤΩΝ
ΠΛΑΓΙΑ,ΡΟΔΟΠΗΣ,ΠΛΑΓΙΑ
ΣΚΑΛΩΜΑ,ΡΟΔΟΠΗΣ,ΣΚΑΛΩΜΑ
ΣΤΡΟΦΗ,ΡΟΔΟΠΗΣ,ΣΤΡΟΦΗ
ΚΕΧΡΟΥ,ΡΟΔΟΠΗΣ,ΚΕΧΡΟΥ
ΟΡΓΑΝΗΣ,ΡΟΔΟΠΗΣ,ΟΡΓΑΝΗΣ
ΑΓΡΑΣ,ΡΟΔΟΠΗΣ,ΑΓΡΑΣ
ΑΝΩ ΔΡΟΣΙΝΗΣ,ΡΟΔΟΠΗΣ,ΑΝΩ ΔΡΟΣΙΝΗΣ
ΑΡΑΤΟΥ,ΡΟΔΟΠΗΣ,ΑΡΑΤΟΥ
ΑΡΔΕΙΑ,ΡΟΔΟΠΗΣ,ΑΡΔΕΙΑ
ΑΡΧΟΝΤΙΚΩΝ,ΡΟΔΟΠΗΣ,ΑΡΧΟΝΤΙΚΩΝ
ΒΡΑΓΙΑΣ,ΡΟΔΟΠΗΣ,ΒΡΑΓΙΑΣ
ΔΟΚΟΥ,ΡΟΔΟΠΗΣ,ΔΟΚΟΥ
ΔΡΟΣΙΑ,ΡΟΔΟΠΗΣ,ΔΡΟΣΙΑ
ΔΡΥΜΗΣ,ΡΟΔΟΠΗΣ,ΔΡΥΜΗΣ
ΕΣΟΧΗΣ,ΡΟΔΟΠΗΣ,ΕΣΟΧΗΣ
ΚΑΤΩ ΔΡΟΣΙΝΗ,ΡΟΔΟΠΗΣ,ΚΑΤΩ ΔΡΟΣΙΝΗ
ΛΑΜΠΡΟΥ,ΡΟΔΟΠΗΣ,ΛΑΜΠΡΟΥ
ΝΕΟΥ ΚΑΛΛΥΝΤΗΡΙΟΥ,ΡΟΔΟΠΗΣ,ΝΕΟΥ ΚΑΛΛΥΝΤΗΡΙΟΥ
ΝΕΥΡΩΝ,ΡΟΔΟΠΗΣ,ΝΕΥΡΩΝ
ΟΜΗΡΙΚΟΥ,ΡΟΔΟΠΗΣ,ΟΜΗΡΙΚΟΥ
ΠΑΣΣΟΥ,ΡΟΔΟΠΗΣ,ΠΑΣΣΟΥ
ΠΑΤΕΡΜΩΝ,ΡΟΔΟΠΗΣ,ΠΑΤΕΡΜΩΝ
ΡΑΓΑΔΑΣ,ΡΟΔΟΠΗΣ,ΡΑΓΑΔΑΣ
ΣΚΙΑΔΑΣ,ΡΟΔΟΠΗΣ,ΣΚΙΑΔΑΣ
ΦΙΛΛΥΡΑΣ,ΡΟΔΟΠΗΣ,ΦΙΛΛΥΡΑΣ
ΑΜΑΞΑΔΩΝ,ΡΟΔΟΠΗΣ,ΑΜΑΞΑΔΩΝ
ΙΑΣΜΟΥ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ
ΑΜΒΡΟΣΙΑΣ,ΡΟΔΟΠΗΣ,ΑΜΒΡΟΣΙΑΣ
ΣΑΛΠΗΣ,ΡΟΔΟΠΗΣ,ΣΑΛΠΗΣ
ΑΣΩΜΑΤΩΝ,ΡΟΔΟΠΗΣ,ΑΣΩΜΑΤΩΝ
ΚΕΡΑΣΕΑΣ,ΡΟΔΟΠΗΣ,ΚΕΡΑΣΕΑΣ
ΛΗΝΟΥ,ΡΟΔΟΠΗΣ,ΛΗΝΟΥ
ΜΕΓΑ ΠΙΣΤΟΥ,ΡΟΔΟΠΗΣ,ΜΕΓΑ ΠΙΣΤΟΥ
ΜΙΣΧΟΥ,ΡΟΔΟΠΗΣ,ΜΙΣΧΟΥ
ΠΟΛΥΑΝΘΟΥ,ΡΟΔΟΠΗΣ,ΠΟΛΥΑΝΘΟΥ
ΣΩΣΤΗ,ΡΟΔΟΠΗΣ,ΣΩΣΤΗ
ΑΙΓΕΙΡΟΥ,ΡΟΔΟΠΗΣ,ΑΙΓΕΙΡΟΥ
ΑΡΩΓΗ,ΡΟΔΟΠΗΣ,ΑΡΩΓΗ
ΓΛΥΦΑΔΑΣ,ΡΟΔΟΠΗΣ,ΓΛΥΦΑΔΑΣ
ΚΑΛΛΙΣΤΗΣ,ΡΟΔΟΠΗΣ,ΚΑΛΛΙΣΤΗΣ
ΜΕΛΕΤΗΣ,ΡΟΔΟΠΗΣ,ΜΕΛΕΤΗΣ
ΜΕΣΗΣ,ΡΟΔΟΠΗΣ,ΜΕΣΗΣ
ΝΕΑΣ ΚΑΛΛΙΣΤΗΣ,ΡΟΔΟΠΗΣ,ΝΕΑΣ ΚΑΛΛΙΣΤΗΣ
ΠΑΡΑΛΙΑΣ ΜΕΣΗΣ,ΡΟΔΟΠΗΣ,ΠΑΡΑΛΙΑΣ ΜΕΣΗΣ
ΠΟΡΠΗΣ,ΡΟΔΟΠΗΣ,ΠΟΡΠΗΣ
ΦΑΝΑΡΙΟΥ,ΡΟΔΟΠΗΣ,ΦΑΝΑΡΙΟΥ
ΚΟΜΟΤΗΝΗΣ,ΡΟΔΟΠΗΣ,ΚΟΜΟΤΗΝΗΣ
ΑΝΘΟΧΩΡΙΟΥ,ΡΟΔΟΠΗΣ,ΑΝΘΟΧΩΡΙΟΥ
ΓΡΑΤΙΝΗ,ΡΟΔΟΠΗΣ,ΓΡΑΤΙΝΗ
ΘΡΥΛΟΡΙΟΥ,ΡΟΔΟΠΗΣ,ΘΡΥΛΟΡΙΟΥ
ΙΤΕΑ,ΡΟΔΟΠΗΣ,ΙΤΕΑ
ΚΑΛΧΑΝΤΟΣ,ΡΟΔΟΠΗΣ,ΚΑΛΧΑΝΤΟΣ
ΚΑΡΥΔΙΑΣ,ΡΟΔΟΠΗΣ,ΚΑΡΥΔΙΑΣ
ΚΗΚΙΔΙΟΥ,ΡΟΔΟΠΗΣ,ΚΗΚΙΔΙΟΥ
ΚΟΣΜΙΟΥ,ΡΟΔΟΠΗΣ,ΚΟΣΜΙΟΥ
ΠΑΝΔΡΟΣΟΥ,ΡΟΔΟΠΗΣ,ΠΑΝΔΡΟΣΟΥ
ΣΙΔΗΡΑΔΩΝ,ΡΟΔΟΠΗΣ,ΣΙΔΗΡΑΔΩΝ
ΣΤΥΛΑΡΙΟΥ,ΡΟΔΟΠΗΣ,ΣΤΥΛΑΡΙΟΥ
ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,ΡΟΔΟΠΗΣ,ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ
ΜΕΓΑΛΟΥ ΔΟΥΚΑΤΟΥ,ΡΟΔΟΠΗΣ,ΜΕΓΑΛΟΥ ΔΟΥΚΑΤΟΥ
ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ,ΡΟΔΟΠΗΣ,ΝΕΟΥ ΣΙΔΗΡΟΧΩΡΙΟΥ
ΠΑΓΟΥΡΙΩΝ,ΡΟΔΟΠΗΣ,ΠΑΓΟΥΡΙΩΝ
ΑΜΑΡΑΝΤΩΝ,ΡΟΔΟΠΗΣ,ΑΜΑΡΑΝΤΩΝ
ΞΥΛΑΓΑΝΗΣ,ΡΟΔΟΠΗΣ,ΞΥΛΑΓΑΝΗΣ
ΙΜΕΡΟΥ,ΡΟΔΟΠΗΣ,ΙΜΕΡΟΥ
ΜΑΡΩΝΕΙΑΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ
ΜΙΡΑΝΩΝ,ΡΟΔΟΠΗΣ,ΜΙΡΑΝΩΝ
ΠΕΛΑΓΙΑΣ,ΡΟΔΟΠΗΣ,ΠΕΛΑΓΙΑΣ
ΠΡΟΣΚΥΝΗΤΩΝ,ΡΟΔΟΠΗΣ,ΠΡΟΣΚΥΝΗΤΩΝ
ΣΑΠΩΝ,ΡΟΔΟΠΗΣ,ΣΑΠΩΝ
ΑΜΦΙΑΣ,ΡΟΔΟΠΗΣ,ΑΜΦΙΑΣ
ΑΡΙΣΒΗΣ,ΡΟΔΟΠΗΣ,ΑΡΙΣΒΗΣ
ΕΒΡΙΝΟΥ,ΡΟΔΟΠΗΣ,ΕΒΡΙΝΟΥ
ΙΑΣΙΟΥ,ΡΟΔΟΠΗΣ,ΙΑΣΙΟΥ
ΚΙΖΑΡΙΟΥ,ΡΟΔΟΠΗΣ,ΚΙΖΑΡΙΟΥ
ΚΡΩΒΥΛΗΣ,ΡΟΔΟΠΗΣ,ΚΡΩΒΥΛΗΣ
ΛΟΦΑΡΙΟΥ,ΡΟΔΟΠΗΣ,ΛΟΦΑΡΙΟΥ
ΝΕΑΣ ΣΑΝΤΑΣ,ΡΟΔΟΠΗΣ,ΝΕΑΣ ΣΑΝΤΑΣ
ΣΤΡΥΜΝΗΣ,ΡΟΔΟΠΗΣ,ΣΤΡΥΜΝΗΣ
ΑΛΕΞΑΝΔΡΕΙΑΣ,ΗΜΑΘΙΑΣ,ΑΛΕΞΑΝΔΡΕΙΑΣ
ΒΡΥΣΑΚΙΟΥ,ΗΜΑΘΙΑΣ,ΒΡΥΣΑΚΙΟΥ
ΚΑΜΠΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΚΑΜΠΟΧΩΡΙΟΥ
ΛΟΥΤΡΟΥ,ΗΜΑΘΙΑΣ,ΛΟΥΤΡΟΥ
ΝΕΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΝΕΟΧΩΡΙΟΥ
ΝΗΣΙΟΥ,ΗΜΑΘΙΑΣ,ΝΗΣΙΟΥ
ΕΠΙΣΚΟΠΗΣ,ΗΜΑΘΙΑΣ,ΕΠΙΣΚΟΠΗΣ
ΚΑΒΑΣΙΛΩΝ,ΗΜΑΘΙΑΣ,ΚΑΒΑΣΙΛΩΝ
ΚΕΦΑΛΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΚΕΦΑΛΟΧΩΡΙΟΥ
ΞΕΧΑΣΜΕΝΗΣ,ΗΜΑΘΙΑΣ,ΞΕΧΑΣΜΕΝΗΣ
ΠΑΛΑΙΟΥ ΣΚΥΛΛΙΤΣΙΟΥ,ΗΜΑΘΙΑΣ,ΠΑΛΑΙΟΥ ΣΚΥΛΛΙΤΣΙΟΥ
ΣΤΑΥΡΟΥ,ΗΜΑΘΙΑΣ,ΣΤΑΥΡΟΥ
ΜΕΛΙΚΗΣ,ΗΜΑΘΙΑΣ,ΜΕΛΙΚΗΣ
ΑΓΚΑΘΙΑΣ,ΗΜΑΘΙΑΣ,ΑΓΚΑΘΙΑΣ
ΚΥΨΕΛΗΣ,ΗΜΑΘΙΑΣ,ΚΥΨΕΛΗΣ
ΝΕΟΚΑΣΤΡΟΥ,ΗΜΑΘΙΑΣ,ΝΕΟΚΑΣΤΡΟΥ
ΠΡΟΔΡΟΜΟΥ,ΗΜΑΘΙΑΣ,ΠΡΟΔΡΟΜΟΥ
ΚΟΡΥΦΗΣ,ΗΜΑΘΙΑΣ,ΚΟΡΥΦΗΣ
ΠΛΑΤΕΟΣ,ΗΜΑΘΙΑΣ,ΠΛΑΤΕΟΣ
ΑΡΑΧΟΥ,ΗΜΑΘΙΑΣ,ΑΡΑΧΟΥ
ΚΛΕΙΔΙΟΥ,ΗΜΑΘΙΑΣ,ΚΛΕΙΔΙΟΥ
ΛΙΑΝΟΒΕΡΓΙΟΥ,ΗΜΑΘΙΑΣ,ΛΙΑΝΟΒΕΡΓΙΟΥ
ΠΛΑΤΑΝΟΥ,ΗΜΑΘΙΑΣ,ΠΛΑΤΑΝΟΥ
ΠΡΑΣΙΝΑΔΑΣ,ΗΜΑΘΙΑΣ,ΠΡΑΣΙΝΑΔΑΣ
ΤΡΙΚΑΛΩΝ,ΗΜΑΘΙΑΣ,ΤΡΙΚΑΛΩΝ
ΜΑΚΡΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΜΑΚΡΟΧΩΡΙΟΥ
ΔΙΑΒΑΤΟΥ,ΗΜΑΘΙΑΣ,ΔΙΑΒΑΤΟΥ
ΚΟΥΛΟΥΡΑΣ,ΗΜΑΘΙΑΣ,ΚΟΥΛΟΥΡΑΣ
ΛΥΚΟΓΙΑΝΝΗΣ,ΗΜΑΘΙΑΣ,ΛΥΚΟΓΙΑΝΝΗΣ
ΝΕΑΣ ΝΙΚΟΜΗΔΕΙΑΣ,ΗΜΑΘΙΑΣ,ΝΕΑΣ ΝΙΚΟΜΗΔΕΙΑΣ
ΒΕΡΓΙΝΗΣ,ΗΜΑΘΙΑΣ,ΒΕΡΓΙΝΗΣ
ΜΕΤΟΧΙΟ ΠΡΟΔΡΟΜΟΥ,ΗΜΑΘΙΑΣ,ΜΕΤΟΧΙΟ ΠΡΟΔΡΟΜΟΥ
ΠΑΛΑΤΙΤΣΙΩΝ,ΗΜΑΘΙΑΣ,ΠΑΛΑΤΙΤΣΙΩΝ
ΣΥΚΕΑΣ,ΗΜΑΘΙΑΣ,ΣΥΚΕΑΣ
ΒΕΡΟΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ
ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΗΜΑΘΙΑΣ,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
ΑΜΜΟΣ,ΗΜΑΘΙΑΣ,ΑΜΜΟΣ
ΑΣΩΜΑΤΑ,ΗΜΑΘΙΑΣ,ΑΣΩΜΑΤΑ
ΓΕΩΡΓΙΑΝΩΝ,ΗΜΑΘΙΑΣ,ΓΕΩΡΓΙΑΝΩΝ
ΚΑΣΤΑΝΕΑΣ,ΗΜΑΘΙΑΣ,ΚΑΣΤΑΝΕΑΣ
ΚΑΤΩ ΒΕΡΜΙΟΥ,ΗΜΑΘΙΑΣ,ΚΑΤΩ ΒΕΡΜΙΟΥ
ΚΟΥΜΑΡΙΑΣ,ΗΜΑΘΙΑΣ,ΚΟΥΜΑΡΙΑΣ
ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ,ΗΜΑΘΙΑΣ,ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ
ΡΑΧΗΣ,ΗΜΑΘΙΑΣ,ΡΑΧΗΣ
ΤΡΙΠΟΤΑΜΟΥ,ΗΜΑΘΙΑΣ,ΤΡΙΠΟΤΑΜΟΥ
ΑΓΙΑΣ ΜΑΡΙΝΗΣ,ΗΜΑΘΙΑΣ,ΑΓΙΑΣ ΜΑΡΙΝΗΣ
ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,ΗΜΑΘΙΑΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ
ΠΑΤΡΙΔΟΣ,ΗΜΑΘΙΑΣ,ΠΑΤΡΙΔΟΣ
ΤΡΙΛΟΦΟΥ,ΗΜΑΘΙΑΣ,ΤΡΙΛΟΦΟΥ
ΦΥΤΕΙΑΣ,ΗΜΑΘΙΑΣ,ΦΥΤΕΙΑΣ
ΔΑΣΚΙΟΥ,ΗΜΑΘΙΑΣ,ΔΑΣΚΙΟΥ
ΠΟΛΥΔΕΝΔΡΟΥ,ΗΜΑΘΙΑΣ,ΠΟΛΥΔΕΝΔΡΟΥ
ΡΙΖΩΜΑΤΩΝ,ΗΜΑΘΙΑΣ,ΡΙΖΩΜΑΤΩΝ
ΣΦΗΚΙΑΣ,ΗΜΑΘΙΑΣ,ΣΦΗΚΙΑΣ
ΚΟΠΑΝΟΥ,ΗΜΑΘΙΑΣ,ΚΟΠΑΝΟΥ
ΕΠΙΣΚΟΠΗΣ ΝΑΟΥΣΑΣ,ΗΜΑΘΙΑΣ,ΕΠΙΣΚΟΠΗΣ ΝΑΟΥΣΑΣ
ΛΕΥΚΑΔΙΩΝ,ΗΜΑΘΙΑΣ,ΛΕΥΚΑΔΙΩΝ
ΜΑΡΙΝΗΣ,ΗΜΑΘΙΑΣ,ΜΑΡΙΝΗΣ
ΜΟΝΟΣΠΙΤΩΝ,ΗΜΑΘΙΑΣ,ΜΟΝΟΣΠΙΤΩΝ
ΧΑΡΙΕΣΣΗΣ,ΗΜΑΘΙΑΣ,ΧΑΡΙΕΣΣΗΣ
ΑΓΓΕΛΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΑΓΓΕΛΟΧΩΡΙΟΥ
ΖΕΡΒΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΖΕΡΒΟΧΩΡΙΟΥ
ΠΟΛΥΠΛΑΤΑΝΟΥ,ΗΜΑΘΙΑΣ,ΠΟΛΥΠΛΑΤΑΝΟΥ
ΝΑΟΥΣΑΣ,ΗΜΑΘΙΑΣ,ΝΑΟΥΣΑΣ
ΑΡΚΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΑΡΚΟΧΩΡΙΟΥ
ΓΙΑΝΝΑΚΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΓΙΑΝΝΑΚΟΧΩΡΙΟΥ
ΡΟΔΟΧΩΡΙΟΥ,ΗΜΑΘΙΑΣ,ΡΟΔΟΧΩΡΙΟΥ
ΣΤΕΝΗΜΑΧΟΥ,ΗΜΑΘΙΑΣ,ΣΤΕΝΗΜΑΧΟΥ
ΑΜΠΕΛΟΚΗΠΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΜΠΕΛΟΚΗΠΩΝ
ΜΕΝΕΜΕΝΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΕΝΕΜΕΝΗΣ
ΑΣΠΡΟΒΑΛΤΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΣΠΡΟΒΑΛΤΑΣ
ΒΡΑΣΝΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΡΑΣΝΩΝ
ΝΕΑΣ ΑΠΟΛΛΩΝΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑΣ ΑΠΟΛΛΩΝΙΑΣ
ΜΕΛΙΣΣΟΥΡΓΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΕΛΙΣΣΟΥΡΓΟΥ
ΝΙΚΟΜΗΔΙΝΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΙΚΟΜΗΔΙΝΟΥ
ΠΕΡΙΣΤΕΡΩΝΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΕΡΙΣΤΕΡΩΝΑΣ
ΣΤΙΒΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΤΙΒΟΥ
ΑΡΕΘΟΥΣΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΡΕΘΟΥΣΑΣ
ΜΑΥΡΟΥΔΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΑΥΡΟΥΔΑΣ
ΣΚΕΠΑΣΤΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΚΕΠΑΣΤΟΥ
ΣΤΕΦΑΝΙΝΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΤΕΦΑΝΙΝΩΝ
ΦΙΛΑΔΕΛΦΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΦΙΛΑΔΕΛΦΙΟΥ
ΕΥΑΓΓΕΛΙΣΜΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΕΥΑΓΓΕΛΙΣΜΟΥ
ΝΥΜΦΟΠΕΤΡΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΥΜΦΟΠΕΤΡΑΣ
ΠΡΟΦΗΤΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΡΟΦΗΤΟΥ
ΣΧΟΛΑΡΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΧΟΛΑΡΙΟΥ
ΑΠΟΛΛΩΝΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΠΟΛΛΩΝΙΑΣ
ΜΟΔΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΟΔΙΟΥ
ΝΕΑΣ ΜΑΔΥΤΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑΣ ΜΑΔΥΤΟΥ
ΣΤΑΥΡΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΤΑΥΡΟΥ
ΑΝΩ ΣΤΑΥΡΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΩ ΣΤΑΥΡΟΥ
ΒΟΛΒΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΟΛΒΗΣ
ΚΥΜΙΝΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΥΜΙΝΩΝ
ΝΕΩΝ ΜΑΛΓΑΡΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΩΝ ΜΑΛΓΑΡΩΝ
ΒΡΑΧΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΡΑΧΙΑΣ
ΔΙΑΒΑΤΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΙΑΒΑΤΩΝ
ΚΑΛΟΧΩΡΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΛΟΧΩΡΙΟΥ
ΝΕΑΣ ΜΑΓΝΗΣΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑΣ ΜΑΓΝΗΣΙΑΣ
ΣΙΝΔΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΙΝΔΟΥ
ΑΝΑΤΟΛΙΚΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΑΤΟΛΙΚΟΥ
ΧΑΛΑΣΤΡΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΧΑΛΑΣΤΡΑΣ
ΕΠΑΝΟΜΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΕΠΑΝΟΜΗΣ
ΜΕΣΗΜΕΡΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΕΣΗΜΕΡΙΟΥ
ΑΓΙΑΣ ΤΡΙΑΔΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΙΑΣ ΤΡΙΑΔΟΣ
ΝΕΩΝ ΕΠΙΒΑΤΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΩΝ ΕΠΙΒΑΤΩΝ
ΠΕΡΑΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΕΡΑΙΑΣ
ΝΕΑΣ ΜΗΧΑΝΙΩΝΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑΣ ΜΗΧΑΝΙΩΝΑΣ
ΑΓΓΕΛΟΧΩΡΙΟΥ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΓΕΛΟΧΩΡΙΟΥ
ΝΕΑΣ ΚΕΡΑΣΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑΣ ΚΕΡΑΣΙΑΣ
ΒΑΣΙΛΙΚΩΝ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣΙΛΙΚΩΝ
ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
